city;district;roomCount;houseSize;elevator;isInsideSite;hasSecurity;hasParking;aidat;rent;buildAge
Istanbul;Kağıthane;1+1;55;False;False;False;False;0;6500;30
Istanbul;Kağıthane;1+1;60;False;False;False;False;0;8500;30
Istanbul;Kağıthane;1+1;50;False;False;False;False;0;11500;28
Istanbul;Kağıthane;1+1;55;False;False;False;False;0;13500;25
Istanbul;Kağıthane;1+1;65;False;False;False;False;0;14500;25
Istanbul;Kağıthane;1+1;50;True;False;False;False;0;15500;25
Istanbul;Kağıthane;1+1;60;False;False;False;False;0;15500;24
Istanbul;Kağıthane;1+1;60;True;False;False;False;100;21000;20
Istanbul;Kağıthane;1+1;60;True;False;False;True;2100;26500;18
Istanbul;Kağıthane;1+1;60;True;False;False;True;200;27500;16
Istanbul;Kağıthane;1+1;57;True;True;True;True;2200;30500;15
Istanbul;Kağıthane;1+1;55;True;True;True;True;1000;31000;11
Istanbul;Kağıthane;1+1;55;True;True;True;True;3000;43000;5
Istanbul;Kağıthane;1+1;41;True;True;True;True;4120;23000;10
Istanbul;Kağıthane;1+1;45;True;True;True;True;4500;31000;9
Istanbul;Kağıthane;1+1;50;True;True;True;True;1000;30500;14
Istanbul;Kağıthane;1+1;45;True;True;True;True;2800;31000;8
Istanbul;Kağıthane;1+1;50;True;True;True;True;2500;36000;2
Istanbul;Kağıthane;1+1;55;True;True;True;True;2500;46000;5
Istanbul;Kağıthane;1+1;60;True;True;True;True;5200;43000;5
Istanbul;Kağıthane;1+1;55;True;True;True;True;5000;43500;4
Istanbul;Kağıthane;1+1;65;False;False;False;False;0;18000;28
Istanbul;Kağıthane;1+1;75;False;False;False;False;100;19000;19
Istanbul;Kağıthane;1+1;65;False;False;False;False;500;23000;11
Istanbul;Kağıthane;1+1;65;False;False;False;False;200;22500;4
Istanbul;Kağıthane;1+1;55;False;True;True;True;5000;40500;5
Istanbul;Kağıthane;1+1;70;False;False;False;False;500;27000;15
Istanbul;Kağıthane;1+1;45;False;False;False;False;300;27500;7
Istanbul;Kağıthane;1+1;55;False;False;False;False;500;35500;5
Istanbul;Kağıthane;2+1;80;True;False;False;False;0;9500;16
Istanbul;Kağıthane;2+1;55;True;False;False;False;300;12500;12
Istanbul;Kağıthane;2+1;70;True;False;False;False;500;14500;4
Istanbul;Kağıthane;2+1;75;False;False;False;False;150;16000;21
Istanbul;Kağıthane;2+1;70;False;False;False;False;0;16000;10
Istanbul;Kağıthane;2+1;75;False;False;False;False;500;19500;26
Istanbul;Kağıthane;2+1;60;True;False;False;False;500;19500;15
Istanbul;Kağıthane;2+1;65;False;False;False;False;0;20500;20
Istanbul;Kağıthane;2+1;70;True;False;False;False;0;23500;20
Istanbul;Kağıthane;2+1;75;False;False;False;False;0;18500;27
Istanbul;Kağıthane;2+1;80;False;False;False;False;0;19500;26
Istanbul;Kağıthane;2+1;85;False;False;False;False;0;22500;19
Istanbul;Kağıthane;2+1;60;False;False;False;False;0;20500;23
Istanbul;Kağıthane;2+1;65;False;False;False;False;0;18500;18
Istanbul;Kağıthane;2+1;70;False;False;False;False;0;21500;17
Istanbul;Kağıthane;2+1;75;True;True;True;True;1200;29000;15
Istanbul;Kağıthane;2+1;80;True;True;True;True;1500;30500;9
Istanbul;Kağıthane;2+1;85;True;True;True;True;2100;35000;7
Istanbul;Kağıthane;2+1;60;True;True;True;True;1200;27500;16
Istanbul;Kağıthane;2+1;65;True;True;True;True;1300;29000;14
Istanbul;Kağıthane;2+1;70;True;True;True;True;1400;29500;12
Istanbul;Kağıthane;2+1;75;True;True;True;True;1600;31000;9
Istanbul;Kağıthane;2+1;80;True;True;True;True;1700;32500;9
Istanbul;Kağıthane;2+1;85;True;True;True;True;2500;40500;8
Istanbul;Kağıthane;2+1;60;True;True;True;True;2000;34500;5
Istanbul;Kağıthane;2+1;65;True;True;True;True;2600;39000;5
Istanbul;Kağıthane;2+1;70;True;True;True;True;3000;51000;4
Istanbul;Kağıthane;2+1;75;True;True;True;True;3200;52500;4
Istanbul;Kağıthane;2+1;55;True;True;True;True;1250;35000;15
Istanbul;Kağıthane;2+1;60;True;True;True;True;1600;38500;12
Istanbul;Kağıthane;3+1;65;True;False;False;False;800;28000;18
Istanbul;Kağıthane;3+1;70;True;False;False;False;700;30500;15
Istanbul;Kağıthane;3+1;75;False;False;False;False;0;29000;18
Istanbul;Kağıthane;3+1;80;False;False;False;False;0;26000;27
Istanbul;Kağıthane;3+1;85;False;False;False;False;0;25000;30
Istanbul;Kağıthane;3+1;90;False;False;False;False;0;32500;25
Istanbul;Kağıthane;3+1;95;False;False;False;False;0;38000;20
Istanbul;Kağıthane;3+1;60;False;False;False;False;0;23500;21
Istanbul;Kağıthane;3+1;65;False;False;False;True;500;24500;18
Istanbul;Kağıthane;3+1;70;False;False;False;True;500;28000;24
Istanbul;Kağıthane;3+1;75;False;False;False;False;0;32000;21
Istanbul;Kağıthane;3+1;80;False;False;False;False;0;34500;17
Istanbul;Kağıthane;3+1;85;False;False;False;False;0;38000;14
Istanbul;Kağıthane;3+1;90;False;False;False;False;0;37500;19
Istanbul;Kağıthane;3+1;95;False;False;False;False;0;41500;14
Istanbul;Kağıthane;3+1;65;True;True;True;True;1600;40000;10
Istanbul;Kağıthane;3+1;70;True;True;True;True;1800;42000;8
Istanbul;Kağıthane;3+1;75;True;True;True;True;1800;41000;11
Istanbul;Kağıthane;3+1;80;True;True;True;True;2000;39500;18
Istanbul;Kağıthane;3+1;85;True;True;True;True;2100;33000;20
Istanbul;Kağıthane;3+1;90;True;True;True;True;2200;35500;17
Istanbul;Kağıthane;3+1;95;True;True;True;True;2400;38000;14
Istanbul;Kağıthane;3+1;100;True;True;True;True;2400;36500;15
Istanbul;Kağıthane;3+1;85;True;True;True;True;3000;40000;12
Istanbul;Kağıthane;3+1;90;True;True;True;True;3000;40500;10
Istanbul;Kağıthane;3+1;95;True;True;True;True;3000;41000;11
Istanbul;Kağıthane;3+1;85;True;True;True;True;3200;41500;10
Istanbul;Kağıthane;3+1;90;True;True;True;True;3400;49000;7
Istanbul;Kağıthane;3+1;95;True;True;True;True;3000;44000;12
Istanbul;Kağıthane;3+1;80;True;True;True;True;3100;40500;16
Istanbul;Kağıthane;4+1;95;True;True;True;True;2800;66000;7
Istanbul;Kağıthane;4+1;100;True;True;True;True;2700;62000;10
Istanbul;Kağıthane;4+1;110;True;True;True;True;2400;60500;14
Istanbul;Kağıthane;4+1;85;True;True;True;True;1900;57500;21
Istanbul;Kağıthane;4+1;90;True;True;True;True;2700;63000;9
Istanbul;Kağıthane;4+1;95;True;True;True;True;2600;63000;10
Istanbul;Kağıthane;4+1;100;True;True;True;True;2600;69000;7
Istanbul;Kağıthane;4+1;110;True;True;True;True;2600;59500;16
Istanbul;Kağıthane;4+1;90;True;True;True;True;2400;65000;6
Istanbul;Kağıthane;4+1;95;True;True;True;True;2300;65000;6
Istanbul;Kağıthane;4+1;100;True;True;True;True;2500;71000;3
Istanbul;Kağıthane;4+1;110;True;True;True;True;2100;68000;14
Istanbul;Kağıthane;4+1;120;True;False;False;True;1000;54500;24
Istanbul;Kağıthane;4+1;95;True;False;False;True;1100;56500;23
Istanbul;Kağıthane;4+1;90;False;False;False;True;800;49500;26
Istanbul;Kağıthane;4+1;100;False;False;False;True;800;51000;28
Istanbul;Kağıthane;4+1;100;False;False;False;False;0;45500;30
Istanbul;Kağıthane;4+1;110;False;False;False;False;0;48500;29
Istanbul;Kağıthane;4+1;120;False;False;False;False;0;51000;26
Istanbul;Kağıthane;4+1;105;False;False;False;False;0;48000;27
Istanbul;Kağıthane;4+1;95;True;True;True;True;2600;59500;18
Istanbul;Kağıthane;4+1;105;True;True;True;True;3000;52500;27
Istanbul;Kağıthane;4+1;90;True;True;True;True;3800;62000;10
Istanbul;Kağıthane;4+1;120;True;True;True;True;3900;61000;17
Istanbul;Kağıthane;4+1;100;True;True;True;True;3900;63000;14
Istanbul;Kağıthane;4+1;105;True;True;True;True;4000;61000;18
Istanbul;Kağıthane;4+1;120;True;True;True;True;4100;67500;12
Istanbul;Kağıthane;4+1;90;True;True;True;True;4200;71000;8
Istanbul;Kağıthane;4+1;95;True;True;True;True;4300;75500;5
Istanbul;Kağıthane;4+1;100;True;True;True;True;4000;53000;25
Istanbul;Şişli;1+1;55;False;False;False;False;0;8500;30
Istanbul;Şişli;1+1;60;False;False;False;False;0;10000;30
Istanbul;Şişli;1+1;50;False;False;False;False;0;13500;28
Istanbul;Şişli;1+1;55;False;False;False;False;0;14500;25
Istanbul;Şişli;1+1;65;False;False;False;False;0;16000;25
Istanbul;Şişli;1+1;50;True;False;False;False;0;17000;25
Istanbul;Şişli;1+1;60;False;False;False;False;0;16500;24
Istanbul;Şişli;1+1;60;True;False;False;False;100;21500;20
Istanbul;Şişli;1+1;60;True;False;False;True;2100;28000;18
Istanbul;Şişli;1+1;60;True;False;False;True;200;28500;16
Istanbul;Şişli;1+1;57;True;True;True;True;2200;32500;15
Istanbul;Şişli;1+1;55;True;True;True;True;1000;31500;11
Istanbul;Şişli;1+1;55;True;True;True;True;3000;43500;5
Istanbul;Şişli;1+1;41;True;True;True;True;4120;24500;10
Istanbul;Şişli;1+1;45;True;True;True;True;4500;32000;9
Istanbul;Şişli;1+1;50;True;True;True;True;1000;32500;14
Istanbul;Şişli;1+1;45;True;True;True;True;2800;32500;8
Istanbul;Şişli;1+1;50;True;True;True;True;2500;36500;2
Istanbul;Şişli;1+1;55;True;True;True;True;2500;46500;5
Istanbul;Şişli;1+1;60;True;True;True;True;5200;45000;5
Istanbul;Şişli;1+1;55;True;True;True;True;5000;44500;4
Istanbul;Şişli;1+1;65;False;False;False;False;0;19000;28
Istanbul;Şişli;1+1;75;False;False;False;False;100;20500;19
Istanbul;Şişli;1+1;65;False;False;False;False;500;24000;11
Istanbul;Şişli;1+1;65;False;False;False;False;200;24000;4
Istanbul;Şişli;1+1;55;False;True;True;True;5000;42500;5
Istanbul;Şişli;1+1;70;False;False;False;False;500;27500;15
Istanbul;Şişli;1+1;45;False;False;False;False;300;29000;7
Istanbul;Şişli;1+1;55;False;False;False;False;500;37500;5
Istanbul;Şişli;2+1;80;True;False;False;False;0;11000;16
Istanbul;Şişli;2+1;55;True;False;False;False;300;13500;12
Istanbul;Şişli;2+1;70;True;False;False;False;500;15500;4
Istanbul;Şişli;2+1;75;False;False;False;False;150;16500;21
Istanbul;Şişli;2+1;70;False;False;False;False;0;18000;10
Istanbul;Şişli;2+1;75;False;False;False;False;500;21000;26
Istanbul;Şişli;2+1;60;True;False;False;False;500;20500;15
Istanbul;Şişli;2+1;65;False;False;False;False;0;22000;20
Istanbul;Şişli;2+1;70;True;False;False;False;0;25000;20
Istanbul;Şişli;2+1;75;False;False;False;False;0;20000;27
Istanbul;Şişli;2+1;80;False;False;False;False;0;21000;26
Istanbul;Şişli;2+1;85;False;False;False;False;0;24000;19
Istanbul;Şişli;2+1;60;False;False;False;False;0;22500;23
Istanbul;Şişli;2+1;65;False;False;False;False;0;20500;18
Istanbul;Şişli;2+1;70;False;False;False;False;0;23500;17
Istanbul;Şişli;2+1;75;True;True;True;True;1200;30000;15
Istanbul;Şişli;2+1;80;True;True;True;True;1500;31500;9
Istanbul;Şişli;2+1;85;True;True;True;True;2100;36000;7
Istanbul;Şişli;2+1;60;True;True;True;True;1200;29500;16
Istanbul;Şişli;2+1;65;True;True;True;True;1300;30000;14
Istanbul;Şişli;2+1;70;True;True;True;True;1400;31500;12
Istanbul;Şişli;2+1;75;True;True;True;True;1600;32000;9
Istanbul;Şişli;2+1;80;True;True;True;True;1700;34500;9
Istanbul;Şişli;2+1;85;True;True;True;True;2500;42000;8
Istanbul;Şişli;2+1;60;True;True;True;True;2000;35500;5
Istanbul;Şişli;2+1;65;True;True;True;True;2600;40000;5
Istanbul;Şişli;2+1;70;True;True;True;True;3000;51500;4
Istanbul;Şişli;2+1;75;True;True;True;True;3200;54000;4
Istanbul;Şişli;2+1;55;True;True;True;True;1250;35500;15
Istanbul;Şişli;2+1;60;True;True;True;True;1600;39500;12
Istanbul;Şişli;3+1;65;True;False;False;False;800;29000;18
Istanbul;Şişli;3+1;70;True;False;False;False;700;31500;15
Istanbul;Şişli;3+1;75;False;False;False;False;0;30500;18
Istanbul;Şişli;3+1;80;False;False;False;False;0;27000;27
Istanbul;Şişli;3+1;85;False;False;False;False;0;26000;30
Istanbul;Şişli;3+1;90;False;False;False;False;0;34500;25
Istanbul;Şişli;3+1;95;False;False;False;False;0;39000;20
Istanbul;Şişli;3+1;60;False;False;False;False;0;24500;21
Istanbul;Şişli;3+1;65;False;False;False;True;500;25500;18
Istanbul;Şişli;3+1;70;False;False;False;True;500;28500;24
Istanbul;Şişli;3+1;75;False;False;False;False;0;32500;21
Istanbul;Şişli;3+1;80;False;False;False;False;0;36000;17
Istanbul;Şişli;3+1;85;False;False;False;False;0;38500;14
Istanbul;Şişli;3+1;90;False;False;False;False;0;39500;19
Istanbul;Şişli;3+1;95;False;False;False;False;0;43500;14
Istanbul;Şişli;3+1;65;True;True;True;True;1600;41500;10
Istanbul;Şişli;3+1;70;True;True;True;True;1800;42500;8
Istanbul;Şişli;3+1;75;True;True;True;True;1800;42000;11
Istanbul;Şişli;3+1;80;True;True;True;True;2000;41000;18
Istanbul;Şişli;3+1;85;True;True;True;True;2100;33500;20
Istanbul;Şişli;3+1;90;True;True;True;True;2200;37000;17
Istanbul;Şişli;3+1;95;True;True;True;True;2400;39000;14
Istanbul;Şişli;3+1;100;True;True;True;True;2400;38000;15
Istanbul;Şişli;3+1;85;True;True;True;True;3000;41000;12
Istanbul;Şişli;3+1;90;True;True;True;True;3000;41500;10
Istanbul;Şişli;3+1;95;True;True;True;True;3000;42500;11
Istanbul;Şişli;3+1;85;True;True;True;True;3200;43500;10
Istanbul;Şişli;3+1;90;True;True;True;True;3400;50500;7
Istanbul;Şişli;3+1;95;True;True;True;True;3000;45500;12
Istanbul;Şişli;3+1;80;True;True;True;True;3100;42000;16
Istanbul;Şişli;4+1;95;True;True;True;True;2800;67500;7
Istanbul;Şişli;4+1;100;True;True;True;True;2700;63500;10
Istanbul;Şişli;4+1;110;True;True;True;True;2400;62500;14
Istanbul;Şişli;4+1;85;True;True;True;True;1900;59500;21
Istanbul;Şişli;4+1;90;True;True;True;True;2700;64000;9
Istanbul;Şişli;4+1;95;True;True;True;True;2600;64000;10
Istanbul;Şişli;4+1;100;True;True;True;True;2600;70000;7
Istanbul;Şişli;4+1;110;True;True;True;True;2600;61000;16
Istanbul;Şişli;4+1;90;True;True;True;True;2400;66500;6
Istanbul;Şişli;4+1;95;True;True;True;True;2300;66000;6
Istanbul;Şişli;4+1;100;True;True;True;True;2500;71500;3
Istanbul;Şişli;4+1;110;True;True;True;True;2100;68500;14
Istanbul;Şişli;4+1;120;True;False;False;True;1000;55500;24
Istanbul;Şişli;4+1;95;True;False;False;True;1100;58000;23
Istanbul;Şişli;4+1;90;False;False;False;True;800;51500;26
Istanbul;Şişli;4+1;100;False;False;False;True;800;52500;28
Istanbul;Şişli;4+1;100;False;False;False;False;0;46500;30
Istanbul;Şişli;4+1;110;False;False;False;False;0;49500;29
Istanbul;Şişli;4+1;120;False;False;False;False;0;51500;26
Istanbul;Şişli;4+1;105;False;False;False;False;0;49500;27
Istanbul;Şişli;4+1;95;True;True;True;True;2600;61000;18
Istanbul;Şişli;4+1;105;True;True;True;True;3000;54500;27
Istanbul;Şişli;4+1;90;True;True;True;True;3800;62500;10
Istanbul;Şişli;4+1;120;True;True;True;True;3900;61500;17
Istanbul;Şişli;4+1;100;True;True;True;True;3900;64000;14
Istanbul;Şişli;4+1;105;True;True;True;True;4000;61500;18
Istanbul;Şişli;4+1;120;True;True;True;True;4100;68500;12
Istanbul;Şişli;4+1;90;True;True;True;True;4200;72000;8
Istanbul;Şişli;4+1;95;True;True;True;True;4300;77000;5
Istanbul;Şişli;4+1;100;True;True;True;True;4000;54000;25
Istanbul;Beşiktaş;1+1;55;False;False;False;False;0;8000;30
Istanbul;Beşiktaş;1+1;60;False;False;False;False;0;10500;30
Istanbul;Beşiktaş;1+1;50;False;False;False;False;0;13500;28
Istanbul;Beşiktaş;1+1;55;False;False;False;False;0;15500;25
Istanbul;Beşiktaş;1+1;65;False;False;False;False;0;16000;25
Istanbul;Beşiktaş;1+1;50;True;False;False;False;0;18000;25
Istanbul;Beşiktaş;1+1;60;False;False;False;False;0;17500;24
Istanbul;Beşiktaş;1+1;60;True;False;False;False;100;23000;20
Istanbul;Beşiktaş;1+1;60;True;False;False;True;2100;29000;18
Istanbul;Beşiktaş;1+1;60;True;False;False;True;200;29500;16
Istanbul;Beşiktaş;1+1;57;True;True;True;True;2200;33000;15
Istanbul;Beşiktaş;1+1;55;True;True;True;True;1000;32000;11
Istanbul;Beşiktaş;1+1;55;True;True;True;True;3000;44500;5
Istanbul;Beşiktaş;1+1;41;True;True;True;True;4120;24500;10
Istanbul;Beşiktaş;1+1;45;True;True;True;True;4500;32000;9
Istanbul;Beşiktaş;1+1;50;True;True;True;True;1000;32000;14
Istanbul;Beşiktaş;1+1;45;True;True;True;True;2800;32000;8
Istanbul;Beşiktaş;1+1;50;True;True;True;True;2500;38000;2
Istanbul;Beşiktaş;1+1;55;True;True;True;True;2500;48000;5
Istanbul;Beşiktaş;1+1;60;True;True;True;True;5200;45500;5
Istanbul;Beşiktaş;1+1;55;True;True;True;True;5000;45000;4
Istanbul;Beşiktaş;1+1;65;False;False;False;False;0;19000;28
Istanbul;Beşiktaş;1+1;75;False;False;False;False;100;20500;19
Istanbul;Beşiktaş;1+1;65;False;False;False;False;500;25000;11
Istanbul;Beşiktaş;1+1;65;False;False;False;False;200;24000;4
Istanbul;Beşiktaş;1+1;55;False;True;True;True;5000;43000;5
Istanbul;Beşiktaş;1+1;70;False;False;False;False;500;28500;15
Istanbul;Beşiktaş;1+1;45;False;False;False;False;300;29500;7
Istanbul;Beşiktaş;1+1;55;False;False;False;False;500;38000;5
Istanbul;Beşiktaş;2+1;80;True;False;False;False;0;11500;16
Istanbul;Beşiktaş;2+1;55;True;False;False;False;300;13500;12
Istanbul;Beşiktaş;2+1;70;True;False;False;False;500;16500;4
Istanbul;Beşiktaş;2+1;75;False;False;False;False;150;17000;21
Istanbul;Beşiktaş;2+1;70;False;False;False;False;0;18500;10
Istanbul;Beşiktaş;2+1;75;False;False;False;False;500;21500;26
Istanbul;Beşiktaş;2+1;60;True;False;False;False;500;22000;15
Istanbul;Beşiktaş;2+1;65;False;False;False;False;0;22000;20
Istanbul;Beşiktaş;2+1;70;True;False;False;False;0;25500;20
Istanbul;Beşiktaş;2+1;75;False;False;False;False;0;20500;27
Istanbul;Beşiktaş;2+1;80;False;False;False;False;0;21000;26
Istanbul;Beşiktaş;2+1;85;False;False;False;False;0;25000;19
Istanbul;Beşiktaş;2+1;60;False;False;False;False;0;23000;23
Istanbul;Beşiktaş;2+1;65;False;False;False;False;0;21000;18
Istanbul;Beşiktaş;2+1;70;False;False;False;False;0;24000;17
